d.cd_ibge, d.cod_familiar_fam, d.cod_est_cadastral_fam, d.nom_localidade_fam, d.nom_tip_logradouro_fam, d.nom_titulo_logradouro_fam, d.nom_logradouro_fam, d.num_logradouro_fam, d.des_complemento_fam, d.des_complemento_adic_fam, d.num_cep_logradouro_fam, d.txt_referencia_local_fam, d.cod_familia_indigena_fam, d.ind_familia_quilombola_fam, d.qtd_pessoas_domic_fam, d.qtd_familias_domic_fam, d.num_ddd_contato_1_fam, d.num_tel_contato_1_fam, d.ic_tipo_contato_1_fam, d.num_tel_contato_2_fam, d.num_ddd_contato_2_fam, d.ic_tipo_contato_2_fam, p.cod_est_cadastral_memb, p.nom_pessoa, p.num_nis_pessoa_atual, p.nom_apelido_pessoa, p.cod_sexo_pessoa, p.dta_nasc_pessoa, p.cod_parentesco_rf_pessoa, p.cod_raca_cor_pessoa, p.nom_completo_mae_pessoa, p.nom_completo_pai_pessoa, p.fx_idade, p.marc_pbf, p.num_cpf_pessoa, p.cod_deficiencia_memb, p.ind_def_cegueira_memb, p.ind_def_baixa_visao_memb, p.ind_def_surdez_profunda_memb, p.ind_def_surdez_leve_memb, p.ind_def_fisica_memb, p.ind_def_mental_memb, p.ind_def_sindrome_down_memb, p.ind_def_transtorno_mental_memb, p.ind_ajuda_nao_memb, p.ind_ajuda_familia_memb, p.ind_ajuda_especializado_memb, p.ind_ajuda_vizinho_memb, p.ind_ajuda_instituicao_memb, p.ind_ajuda_outra_memb, p.marc_sit_rua
2609600,155176404,3,CIDADE TABAJARA,RUA,,CAETES,10,CASA X,,53350541,ENTRANDO NA RUA DO ANTIGO VETERINARIO PROX AO ACOUGUE DE DANA TONHA,2,2,2,1,81,88888888,L,0,,N,3,Mario Vitória Rafaela,21222417482,,1,11/10/2005,3,4,Jessica Flávio Davi,Renato Ângela Marcia,2,1,58327375555,2,,,,,,,,,,,,,,,0
2609600,155176404,3,CIDADE TABAJARA,RUA,,CAETES,10,CASA X,CASA X,53350541,ENTRANDO NA RUA DO ANTIGO VETERINARIO PROX AO ACOUGUE DE DANA TONHA,2,2,2,1,81,88888888,L,0,,N,3,Mariana Vinicius Marcio,16389520256,,2,18/12/1973,1,1,Sueli Lucia Ígor,João Vítor Geraldo,8,1,85357877475,2,,,,,,,,,,,,,,,0
2609600,162398816,3,CIDADE TABAJARA,AVENIDA,,PAU BRASIL,11,TRAVESSA X,,53360300,BIU DA BANANA,2,2,2,1,81,88888888,L,0,,D,3,André Ricardo Rogério,23760058147,,1,30/05/2012,5,4,Marcia Renato Rosangela,Fabio Sebastiao Tiago,2,1,12868601308,2,,,,,,,,,,,,,,,0
2609600,162398816,3,CIDADE TABAJARA,AVENIDA,,PAU BRASIL,11,TRAVESSA X,TRAVESSA X,53360300,BIU DA BANANA,2,2,2,1,81,999999999,L,0,,D,3,Leticia Julia Marcos,16384112982,NINHA,2,25/04/1975,1,4,Sônia Daiane Eduardo,Alex Sebastião Letícia,8,1,36237303430,2,,,,,,,,,,,,,,,0
2609600,166611336,3,CIDADE TABAJARA,AVENIDA,,CAETES,12,QUADRA X LOTE Y,,53350541, ,2,2,2,1,81,999999999,L,88888888,81,L,3,Francisco Fabio André,23787177392,,1,13/01/2014,5,2,Raimunda Maria Simone,Daniel Larissa Diego,2,1,10285410318,2,,,,,,,,,,,,,,,0
2609600,166611336,3,CIDADE TABAJARA,AVENIDA,,CAETES,12,QUADRA X LOTE Y,QUADRA X LOTE Y,53350541, ,2,2,2,1,81,999999999,L,88888888,81,L,3,Marlene Daniele Rogério,12004777771,VANDA,2,10/03/1960,1,2,Jéssica Daniela Sandra,Flávio Renata Josefa,11,1,1714024482,2,,,,,,,,,,,,,,,0
2609600,169353303,3,AGUAS COMPRIDAS,RUA,,PALACIO,13,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,,53190400,PROXIMO A COMPESA POR TRAS DO QUARTEL DA POLICIA MILITAR,2,2,4,1,81,999999999,L,0,,N,3,Rogerio Márcio Sérgio,23661183016,,1,03/06/2012,3,1,Mariana Júlio Letícia,Antonio Sueli Andréia,2,1,64674144388,2,,,,,,,,,,,,,,,0
2609600,169353303,3,AGUAS COMPRIDAS,RUA,,PALACIO,13,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53190400,PROXIMO A COMPESA POR TRAS DO QUARTEL DA POLICIA MILITAR,2,2,4,1,81,999999999,L,0,,N,3,Daniel Julia Tiago,23751861641,,1,15/01/2015,3,1,Angela Amanda Luciana,Edson Beatriz Felipe,1,1,82750436621,2,,,,,,,,,,,,,,,0
2609600,169353303,3,AGUAS COMPRIDAS,RUA,,PALACIO,13,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53190400,PROXIMO A COMPESA POR TRAS DO QUARTEL DA POLICIA MILITAR,2,2,4,1,81,999999999,L,0,,N,3,Sueli Sandra Letícia,16216736710,,2,18/05/1979,1,4,Patricia Luíz Anderson,Júlio Diego Rosa,7,1,47078357248,2,,,,,,,,,,,,,,,0
2609600,169353303,3,AGUAS COMPRIDAS,RUA,,PALACIO,13,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53190400,PROXIMO A COMPESA POR TRAS DO QUARTEL DA POLICIA MILITAR,2,2,4,1,81,0,L,0,,N,3,Luciana Patricia Andréia,16481543895,,2,29/03/2002,3,1,Isabel Joana Rafael,Douglas Leonardo João,4,1,38765721187,2,,,,,,,,,,,,,,,0
2609600,169793206,3,GUADALUPE,RUA,,ORLANDO DA SILVA,14,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,,53030000,ILHA DO MARUIM,2,2,2,1,81,0,L,0,,N,3,Luana Sergio Dáiane,16087924257,,2,09/05/1973,1,4,Dáiane Ricardo Ígor,Francisco Luana Sueli,8,0,55012163885,2,,,,,,,,,,,,,,,0
2609600,185395805,3,PASSARNHO,RUA,,MANUEL DE LUNA,15,,CASA X,53170670,CASA AO LADO DA DEFESA CIVIL,2,2,3,1,81,0,L,0,,D,3,Carla Rodrigo Vitoria,20902857376,,2,15/08/1976,1,4,Rosângela Leticia Sergio,Luciano Lúcia Leonardo,7,0,14536168290,2,,,,,,,,,,,,,,,0
2609600,187321191,3,JARDIM BRASIL 2,AVENIDA,,ANTONIO DA COSTA AZEVEDO,16,,TRAVESSA X,53300390,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,999999999,L,0,,N,3,Marcio Luana Vitor,23726126186,,1,25/05/2014,3,4,Regina Jéssica Gabriela,Vítor Leandro Eliane,2,1,8687807317,2,,,,,,,,,,,,,,,0
2609600,187321191,3,JARDIM BRASIL 2,AVENIDA,,ANTONIO DA COSTA AZEVEDO,16,,,53300390,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,999999999,L,0,,N,3,Andréia Luciana Matheus,16392364545,,2,17/05/1978,1,4,Amanda Rogerio Manoel,Raimundo Eliane Cristiane,7,1,76358158570,2,,,,,,,,,,,,,,,0
2609600,187321191,3,JARDIM BRASIL 2,AVENIDA,,ANTONIO DA COSTA AZEVEDO,16,,,53300390,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,999999999,L,0,,N,3,Patrícia Mateus Aparecida,22823875270,,2,23/08/2011,3,4,Antônia Josefa Cláudia,Matheus Vanessa Sônia,2,1,85483475208,2,,,,,,,,,,,,,,,0
2609600,187321191,3,JARDIM BRASIL 2,AVENIDA,,ANTONIO DA COSTA AZEVEDO,16,,,53300390,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,999999999,L,0,,N,3,Joana Anderson Julio,23886880636,,2,22/01/2016,3,1,Sandra Igor André,Eduardo Carlos Luana,1,1,36125663264,2,,,,,,,,,,,,,,,0
2609600,201543214,3,RIO DOCE,RUA,,SETENTA E UM,17,,QUADRA X LOTE Y,53090490,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,88888888,L,0,,N,3,Anderson Flavio Bruno,22813245908,,1,17/11/2009,3,4,Lucia Manoel Luiz,Alex Vanessa Sueli,2,1,85677268240,2,,,,,,,,,,,,,,,0
2609600,201543214,3,RIO DOCE,RUA,,SETENTA E UM,17,,,53090490,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,88888888,L,0,,N,3,Douglas Natália Rafael,23888169662,,1,06/01/2018,5,4,Patricia Joana Carlos,Ânderson Alex Cláudia,0,1,35403854282,2,,,,,,,,,,,,,,,0
2609600,201543214,3,RIO DOCE,RUA,,SETENTA E UM,17,,,53090490,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,88888888,L,0,,N,3,Daiane Flávio Vitória,16393200430,,2,30/03/1982,1,4,Ângela Vítor Alessandra,Luis Vinícius João,6,1,84433166243,2,,,,,,,,,,,,,,,0
2609600,201543214,3,RIO DOCE,RUA,,SETENTA E UM,17,,,53090490,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,999999999,L,0,,N,3,Daiane Sandra Camila,21246246440,,2,16/06/2004,3,4,Rafaela Mario Paulo,Thiago Sonia Letícia,3,1,57644223886,2,,,,,,,,,,,,,,,0
2609600,206772785,3,RIO DOCE,RUA,,LARGO DE MERCADO,18,,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53090390,CASA AO LADO DA DEFESA CIVIL,2,2,2,1,81,999999999,L,0,,N,3,João Felipe Suelí,16334206444,,1,22/11/2002,3,4,Daniele Édson Isabel,Eduardo Lúcia Alessandra,4,1,35742703309,2,,,,,,,,,,,,,,,0
2609600,206772785,3,RIO DOCE,RUA,,LARGO DE MERCADO,18,,,53090390,CASA AO LADO DA DEFESA CIVIL,2,2,2,1,81,999999999,L,0,,N,3,Andréia Natalia Jorge,16219479573,,2,23/11/1969,1,4,Débora João Guilherme,Julio Marcio Lucas,9,1,,2,,,,,,,,,,,,,,,0
2609600,210689765,3,SAPUCAIA DE DENTRO,RUA,,SEVERINO SIMEAO GONSALVES DE MIRANDA,19,,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53280050,CASA AO LADO DA DEFESA CIVIL,2,2,4,1,81,999999999,L,0,,N,3,Natalia Daniele Fábio,16037897922,,2,05/09/1968,1,1,Maria André Julio,Rogério Sebastiao Paulo,9,1,48632802704,2,,,,,,,,,,,,,,,0
2609600,210689927,3,ALTO DA BONDADE,RUA,,DO CHAFARIZ,20,CASA X,,53180320,BARRACA DA ZECA,2,2,4,1,81,999999999,L,0,,D,3,Francisco Marcio Ânderson,21203757079,,1,07/09/2004,3,4,Daniele Daniel Leticia,José Vitor Pedro,3,1,40174861265,2,,,,,,,,,,,,,,,0
2609600,210689927,3,ALTO DA BONDADE,RUA,,DO CHAFARIZ,20,CASA X,CASA X,53180320,BARRACA DA ZECA,2,2,4,1,81,999999999,L,0,,D,3,Júlio Fernanda Davi,12296474502,,1,10/11/1968,2,4,Luzia Francisca Sebastião,Mario Fábio Joana,9,1,33288328585,2,,,,,,,,,,,,,,,0
2609600,210689927,3,ALTO DA BONDADE,RUA,,DO CHAFARIZ,20,CASA X,CASA X,53180320,BARRACA DA ZECA,2,2,4,1,81,999999999,L,0,,D,3,Paulo Daniel Rosângela,16569943163,,1,26/06/1993,3,1,Cristiane Sônia Adriano,Ânderson Thiago Renato,5,1,22166622321,2,,,,,,,,,,,,,,,0
2609600,210689927,3,ALTO DA BONDADE,RUA,,DO CHAFARIZ,20,CASA X,CASA X,53180320,BARRACA DA ZECA,2,2,4,1,81,999999999,L,0,,D,3,Leticia Marcio Aline,12496117525,,2,01/01/1967,1,2,Amanda Diego Rafaela,Antônio Jaqueline Juliana,9,1,65135751254,2,,,,,,,,,,,,,,,0
2609600,210690186,3,PASSARINHO,RUA,,ALTO DA BOA VISTA,21,TRAVESSA X,,53280020,2 TRAVESSA CASA B,2,2,7,1,81,999999999,L,0,,D,3,Vítor Julia Claudia,16219885482,,1,12/07/1993,3,1,Daniele Patrícia Flavio,Júlio Isabel Cristiane,5,1,84710254265,2,,,,,,,,,,,,,,,0
2609600,210690186,3,PASSARINHO,RUA,,ALTO DA BOA VISTA,21,TRAVESSA X,TRAVESSA X,53280020,2 TRAVESSA CASA B,2,2,7,1,81,999999999,L,0,,D,3,Mário Alex Larissa,16345991083,,1,04/09/2003,3,4,Renata Joana Mário,Fernando Raimundo Cláudio,3,1,87773817189,2,,,,,,,,,,,,,,,0
2609600,210690186,3,PASSARINHO,RUA,,ALTO DA BOA VISTA,21,TRAVESSA X,TRAVESSA X,53280020,2 TRAVESSA CASA B,2,2,7,1,81,999999999,L,0,,D,3,Aline Isabel Débora,16569501756,,2,15/06/1966,1,1,Sônia Claudia Mario,Pedro Claudio Sueli,10,1,8662722598,2,,,,,,,,,,,,,,,0
2609600,210690852,3,CAIXA DAGUA,RUA,,DA CAROLINA,22,QUADRA X LOTE Y,,53170110,BACARIO,2,2,2,1,,999999999,S,0,81,L,3,Luciana Sergio Rogério,13125777452,,2,28/08/1973,1,4,Sandra Aparecida Jorge,Fabio Cristiane Geraldo,8,1,71664723161,2,,,,,,,,,,,,,,,0
2609600,210690933,3,PASSARINHO,ESTRADA,,PASSARINHO,23,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,,53170110,PROXIMO A BARRACA DE CARLINHOS,2,2,1,1,81,999999999,O,0,81,L,3,Marcia Rosângela Guilherme,10789060970,,2,10/09/1953,1,4,Vanessa Anderson Júlio,Anderson Daiane Ângela,12,0,14547548501,2,,,,,,,,,,,,,,,0
2609600,210691310,3,SANTA TEREZA,RUA,,CAMPO SALES,24,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,,53010070, ,2,2,1,1,0,999999999,N,0,,N,3,Vitoria Rosangela Leticia,16236165190,,2,15/11/1966,1,1,Sônia Thiago Sebastião,Samuel Flavio Felipe,9,1,40705108694,2,,,,,,,,,,,,,,,0
2609600,210691409,3,AGUAZINHA,RUA,,LIBANO,25,,CASA X,53260220, ,2,2,4,1,81,999999999,L,0,,N,3,Fernanda Tiago Leonardo,16220025483,,2,22/07/1975,1,2,Vitoria Márcio Vinicius,Adriano Jose Patricia,8,1,32652577034,2,,,,,,,,,,,,,,,0
2609600,210691409,3,AGUAZINHA,RUA,,LIBANO,25,,,53260220, ,2,2,4,1,81,999999999,L,0,,N,3,Vitória Thiago Claudia,22820683931,,2,18/12/2010,3,4,Daiane Luíz Sebastião,Marcelo Sebastião Manuel,2,1,42152736761,2,,,,,,,,,,,,,,,0
2609600,210692049,3,AGUAZINHA,2A TRAVESSA DA,,RUA LIBANO,26,,TRAVESSA X,53260220, ,2,2,1,1,81,999999999,L,0,81,L,3,Claudia Rodrigo Tiago,20604897574,,2,03/09/1947,1,1,Larissa Raquel Angela,Rodrigo Adriano Adriana,12,0,10634514695,2,,,,,,,,,,,,,,,0
2609600,210692120,3,AGUAS COMPRIDAS,RUA,,DA CONCEICAO,27,,QUADRA X LOTE Y,53160060, ,2,2,2,1,81,999999999,L,0,81,C,3,Raimunda Cláudio Jessica,16220100485,,2,20/08/1966,1,4,Daniele Sebastião Regina,Márcio Daniel Larissa,9,1,67186674631,2,,,,,,,,,,,,,,,0
2609600,210692634,3,SAPUCAIA,1A TRAVESSA,,SEVERINO SEMEAO,28,,BLOCO X CASA Y CONJUNTO HABITACIONAL Z,53080000, ,2,2,3,1,81,999999999,L,0,,N,3,Carla Júlia Fabiana,16560399487,,2,16/06/1973,1,1,Natália Raimunda João,Rogério Patrícia Vitor,8,1,10755736109,2,,,,,,,,,,,,,,,0
2609600,210693363,3,SANTA TEREZA,TRAVESSA,SANTA,TEREZA,29,,CASA X ETAPA Y CONJUNTO Z INFO EXTRA W,53080000, ,2,2,2,1,81,999999999,L,0,81,L,3,Lucas Fabiana Luana,12338111747,,1,02/07/1967,2,4,Raquel Sérgio Lúcia,Antônio Francisca Fábio,9,1,44253083013,2,,,,,,,,,,,,,,,0
2609600,210693363,3,SANTA TEREZA,TRAVESSA,SANTA,TEREZA,29,,,53080000, ,2,2,2,1,81,999999999,L,0,81,L,3,Aparecida Sebastiao Vitória,16384847036,,2,09/06/1971,1,1,Maria Julio Claudio,Daví Terezinha Bruna,9,1,77268668376,2,,,,,,,,,,,,,,,0
2609600,210693797,3,AGUAZINHA,AVENIDA,,TRANSAMAZONICA,30,CASA X,,53300240,MERCADINHO DO JONAS,2,2,3,1,81,999999999,L,0,81,L,3,Paulo Jorge Jorge,16336146767,BIEL,1,22/11/2007,3,4,Mariana Sebastiao Matheus,Luis Daví Luciano,2,1,62050851430,2,,,,,,,,,,,,,,,0
2609600,210693797,3,AGUAZINHA,AVENIDA,,TRANSAMAZONICA,30,CASA X,CASA X,53300240,MERCADINHO DO JONAS,2,2,3,1,81,999999999,L,0,81,L,3,Luciana Tiago Manuel,16384746469,,2,15/07/1965,1,4,Adriana Felipe André,André Elaine Raquel,10,1,10740568680,2,,,,,,,,,,,,,,,0
2609600,210693878,3,AGUAZINHA,TRAVESSA,,DO CAMPO,31,TRAVESSA X,,53270220, ,2,2,3,1,81,999999999,L,0,81,L,3,Lucas Vitor Daniele,16313686250,,1,14/11/2004,3,4,Bruna Vítor Jose,Luíz Jose Marcelo,3,1,48163311312,2,,,,,,,,,,,,,,,0
2609600,210693878,3,AGUAZINHA,TRAVESSA,,DO CAMPO,31,TRAVESSA X,TRAVESSA X,53270220, ,2,2,3,1,81,999999999,L,999999999,81,L,3,Marlene Leandro Simone,12466080437,,2,29/01/1967,1,4,Debora Débora Daiane,Eduardo Ígor Roberto,9,1,56783665216,2,,,,,,,,,,,,,,,0
